id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords
569094,Spider-Man: Across the Spider-Verse,Action-Adventure-Animation-Science Fiction,en,After reuniting with Gwen Stacy Brooklyn’s full-time friendly neighborhood Spider-Man is catapulted across the Multiverse where he encounters the Spider Society a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.,2550.738,Columbia Pictures-Sony Pictures Animation-Lord Miller-Pascal Pictures-Arad Productions,2023-05-31,100000000.0,512609552.0,140.0,Released,It's how you wear the mask that matters,8.64,1684.0,Shameik Moore-Hailee Steinfeld-Brian Tyree Henry-Luna Lauren Velez-Jake Johnson-Oscar Isaac-Jason Schwartzman-Issa Rae-Daniel Kaluuya-Karan Soni-Shea Whigham-Greta Lee-Mahershala Ali-Amandla Stenberg-Jharrel Jerome-Andy Samberg-Jack Quaid-Rachel Dratch-Ziggy Marley-Jorma Taccone-J.K. Simmons-Donald Glover-Elizabeth Perkins-Kathryn Hahn-Ayo Edebiri-Nicole Delaney-Antonina Lentini-Atsuko Okatsuka-Peter Sohn-Melissa Sturm-Lorraine Velez-Nic Novicki-Taran Killam-Metro Boomin-Josh Keaton-Sofia Barclay-Danielle Perez-Yuri Lowenthal-Rita Rani Ahuja-Ismail Bashey-Oscar Camacho-Freddy Ferrari-Kerry Gutierrez-Kamal Khan-Angelo Sekou Kouyate-Andrew Leviton-David Michie-Sumit Naig-Juan Pacheco-Chrystee Pharris-Ben Pronsky-Al Rodrigo-Jaswant Dev Shrestha-Libby Thomas Dickey-Ruth Zalduondo-Jasper Johannes Andrews-Gredel Berrios Calladine-Natalia Castellanos-Russell Tyre Francis-Deepti Gupta-Sohm Kapila-Pradnya Kuwadekar-Ashley London-Christopher Miller-Andrea Navedo-Lakshmi Patel-Jacqueline Pinol-Eliyas Qureshi-Lashana Rodriguez-Dennis Singletary-Amanda Troop-Sitara Attaie-Mayuri Bhandari-June Christopher-Michelle Jubilee Gonzalez-Marabina Jaimes-Rez Kempton-Lex Lang-Phil Lord-Richard Miro-Doug Nicholas-Shakira Ja'nai Paye-James Pirri-Marley Ralph-Michelle Ruff-Narender Sood-Cedric L. Williams-Kimberly Bailey-Sanjay Chandani-Melanie Duke-Jorge R. Gutierrez-Miguel Jiron-Deepti Kingra-Mickelsen-Luisa Leschin-Caitlin McKenna-Richard Andrew Morgado-Arthur Ortiz-Eliana A. Perez-Juan Pope-Mike Rianda-Stan Sellers-Warren Sroka-Jason Linere-White-Kimiko Glenn-Peggy Lu-John Mulaney-Andrew Garfield-Denis Leary-Tobey Maguire-Cliff Robertson-Alfred Molina-Post Malone,sacrifice-villain-comic book-sequel-superhero-based on comic-alternate dimension-alternate version-super power-brooklyn new york city-superhero team-spider bite-super villain-cliffhanger-teen superhero-alternate universe-female superhero-cartoon spider
653346,Kingdom of the Planet of the Apes,Science Fiction-Adventure-Action,en,Several generations in the future following Caesar's reign apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike.,2419.072,20th Century Studios-Oddball Entertainment-Jason T. Reed Productions,2024-05-08,160000000.0,391407919.0,145.0,Released,No one can stop the reign.,6.868,1283.0,Owen Teague-Freya Allan-Kevin Durand-Peter Macon-William H. Macy-Eka Darville-Travis Jeffery-Lydia Peckham-Neil Sandilands-Ras-Samuel Welda'abzgi-Sara Wiseman-Kaden Hartcher-Andy McPhee-Nina Gallas-Samuel Falé-Dichen Lachman-Virginie Laverdure-Markus Hamilton-Benjamin Scott-Nirish Bhat Surambadka-Frances Berry-Peter Hayes-Sheree da Costa-Souleymane Diasse-Olga Miller-Dmitriy Miller-Anastasia Miller-Michael Spudic-Karin Konoval,empire-kingdom-gorilla-dystopia-eagle-sequel-anthropomorphism-distant future-ape-orangutan-evolution-chimpanzee-primate-sign languages-journey-cgi-live action hybrid-clan-post-apocalyptic-evil tyrant
572802,Aquaman and the Lost Kingdom,Action-Adventure-Fantasy,en,Black Manta still driven by the need to avenge his father's death and wielding the power of the mythic Black Trident will stop at nothing to take Aquaman down once and for all. To defeat him Aquaman must turn to his imprisoned brother Orm the former King of Atlantis to forge an unlikely alliance in order to save the world from irreversible destruction.,2141.691,Warner Bros. Pictures-The Safran Company-Atomic Monster-DC Films-Domain Entertainment,2023-12-20,205000000.0,397860076.0,124.0,Released,The tide is turning.,6.786,756.0,Patrick Wilson-Yahya Abdul-Mateen II-Randall Park-Amber Heard-Nicole Kidman-Dolph Lundgren-Temuera Morrison-Indya Moore-Pilou Asbæk-Jani Zhao-Vincent Regan-Michael Beach-Martin Short-John Rhys-Davies-Natalia Safran-Samuel Gosrani-Jay Rincon-Sohm Kapila-Ricardo Molina-Ingrid Bisu-Grant Huggair-Osian Roberts-Jonny Vaughton-Jay McDonald-Jonathan Bremner-Jack Waldouck,superhero-secret society-half-brother-sequel-revenge-dysfunctional relationship-dc extended universe (dceu)-ancient evil-underwater world-vengeance-brother brother relationship
447277,The Little Mermaid,Adventure-Family-Fantasy-Romance,en,The youngest of King Triton’s daughters and the most defiant Ariel longs to find out more about the world beyond the sea and while visiting the surface falls for the dashing Prince Eric. With mermaids forbidden to interact with humans Ariel makes a deal with the evil sea witch Ursula which gives her a chance to experience life on land but ultimately places her life – and her father’s crown – in jeopardy.,2118.742,Walt Disney Pictures-Lucamar Productions-Marc Platt Productions,2023-05-18,250000000.0,0.0,135.0,Released,"Watch and you'll see, some day I'll be, part of your world!",5.957,220.0,Halle Bailey-Jonah Hauer-King-Daveed Diggs-Awkwafina-Jacob Tremblay-Noma Dumezweni-Javier Bardem-Melissa McCarthy-Art Malik-Jessica Alexander-Emily Coates-Jude Akuwudike-Russell Balogh-Adrian Christopher-Simone Ashley-Martina Laird-John Dagleish-Sienna King-Karolina Conchet-Craig Stein-Lorena Andrea-Kajsa Mohammar-Nathalie Sorrell-Jodi Benson-Christopher Fairbank,musical-mermaid-based on fairy tale-live action remake
594767,Shazam! Fury of the Gods,Action-Comedy-Fantasy-Adventure,en,"Billy Batson and his foster siblings who transform into superheroes by saying ""Shazam!"" are forced to get back into action and fight the Daughters of Atlas who they must stop from using a weapon that could destroy the world.",2010.98,New Line Cinema-The Safran Company-DC Films,2023-03-15,125000000.0,133437105.0,130.0,Released,Oh. My. Gods.,6.781,1602.0,Zachary Levi-Asher Angel-Jack Dylan Grazer-Rachel Zegler-Adam Brody-Ross Butler-D.J. Cotrona-Grace Caroline Currey-Meagan Good-Lucy Liu-Djimon Hounsou-Helen Mirren-Faithe Herman-Ian Chen-Jovan Armand-Marta Milans-Cooper Andrews-Rizwan Manji-P.J. Byrne-Diedrich Bader-David Lengel-Rick Andosca-Erica Frene-Lotta Losten-Natalia Safran-Hillary Harley-Lou Lou Safran-Tara Jones-Edward Force-Milli M.-Carson MacCormac-Evan Marsh-Taylor Cahill-Sebrena Sumrah-Kelly-Wolf Blitzer-Michael Beasley-Robert Walker Branchaud-Jessica Fontaine-Aaliyah Luu-Bonnie Discepolo-Michael Gray-F. Douglas Hall II-Patrick Reidy-Kelvin Hodge-Chloe Camp-Gal Gadot-Jennifer Holland-Steve Agee-David F. Sandberg-Mark Strong,superhero-end of the world-super power-aftercreditsstinger-duringcreditsstinger-dc extended universe (dceu)-teenager
455476,Knights of the Zodiac,Fantasy-Action-Adventure,en,When a headstrong street orphan Seiya in search of his abducted sister unwittingly taps into hidden powers he discovers he might be the only person alive who can protect a reincarnated goddess sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?,1882.774,Stage 6 Films-Toei Animation,2023-04-27,60000000.0,6794519.0,113.0,Released,Go beyond your destiny.,6.561,471.0,Mackenyu-Madison Iseman-Diego Tinoco-Mark Dacascos-Nick Stahl-Famke Janssen-Sean Bean-Caitlin M Hutson-Katie Moy-Kaylan Teague-Ryusei Iwata-T.J. Storm-David Torok-Todd Williams-Zoltán Durkó,superhero-based on manga-live action anime
786892,Furiosa: A Mad Max Saga,Action-Adventure-Science Fiction,en,As the world fell young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance Furiosa must survive many trials as she puts together the means to find her way home.,1872.179,Warner Bros. Pictures-Kennedy Miller Mitchell-Domain Entertainment,2024-05-22,170000000.0,172775791.0,149.0,Released,Fury is born.,7.652,2229.0,Anya Taylor-Joy-Chris Hemsworth-Tom Burke-Alyla Browne-George Shevtsov-Lachy Hulme-John Howard-Angus Sampson-Charlee Fraser-Elsa Pataky-Nathan Jones-Josh Helman-David Field-Rahel Romahn-David Collins-Goran D. Kleut-CJ. Bloomfield-Matuse Paz-Ian Roberts-Guy Spence-Robert Jones-Clarence John Ryan-Tim Burns-Tim Rogers-Florence Mezzara-Quaden Bayles-Peter Stephens-Sean Millis-Lee Perry-Dylan Adonis-David Barnett-Anna Adams-Peter Sammak-Shea Adams-Josh Randall-Karl Van Moorsel-Dawn Klingberg-Richard Norton-Stephen Amadasun-Nick Annas-Ripley Voeten-Matthew Van Leeve-Shane Dundas-Jamie Cluff-Adam Thompson-Shyan Tonga-Nellie Collins-Adam Washbourne-James Corcoran-Sasa Vitanovic-Tige Sixel Miller-Justice Jones-Maleeka Gasbarri-Keza Ishimwe-Nat Buchanan-Jacob Tomuri-Mark Wales-Bryan Probets-Danny Lim-Darcy Bryce-Chudier Gatwech-Shivantha Wijesinha-Spencer Connelly-Ben Smith-Petersen-Toby Fuller-Jayden Irving-Jesse Turner-Jon Iles-Harrison Norris-Ash Hodgkinson-Sean Renfrey-Xanthia Marinelli-Alex Time-Daniel Webber-Yeye Zhou-Nikos Andronicos-Kelli Bailey-Marcia Coronado-Matt De Souza-Hiroshi Kasuga-Shakriya Tarinyawat-Chong Wei Zhang,post-apocalyptic future-prequel-spin off-tyranny-masculinity-mother daughter relationship-child abduction-amused-enthusiastic
753342,Napoleon,History-War-Drama,en,An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive volatile relationship with his wife Josephine.,1811.36,Scott Free Productions-Latina Pictures-Apple Studios,2023-11-22,165000000.0,213400000.0,158.0,Released,He came from nothing. He conquered everything.,6.516,1282.0,Joaquin Phoenix-Vanessa Kirby-Rupert Everett-Mark Bonnar-Paul Rhys-Ben Miles-Riana Duce-Ludivine Sagnier-Miles Jupp-Edouard Philipponnat-John Hollingworth-Youssef Kerkour-Davide Tucci-Matthew Needham-Jannis Niewöhner-Erin Ainsworth-Thom Ashley-Anna Mawn-Gavin Spokes-Jonathan Barnwell-Hannah Flynn-Phil Cornwell-Cormac Hyde-Corrin-Cesare Taurasi-Arthur McBain-David Verrey-Ed Hughes-Paul Riddell-Thea Achillea-Tim Faulkner-Robert William Carlisle-Ed Eales White-Jacob Marshfield-Julian Rhind-Tutt-Sinéad Cusack-Sam Troughton-Julian Wadham-Catherine Walker-Ian McNeice-Richard McCabe-Edward Hogg-Kevin Eldon-Abubakar Salim-Sophie Lund-Peter Sandys-Clarke-Tahar Rahim,empire-france-biography-napoleon bonaparte-based on true story-napoleonic wars-19th century-biopic
573435,Bad Boys: Ride or Die,Action-Crime-Thriller-Comedy,en,After their late former Captain is framed Lowrey and Burnett try to clear his name only to end up on the run themselves.,1715.076,Westbrook Studios-Columbia Pictures-Don Simpson/Jerry Bruckheimer Films,2024-06-05,100000000.0,331957666.0,115.0,Released,Miami's finest are now its most wanted.,6.995,465.0,Will Smith-Martin Lawrence-Vanessa Hudgens-Alexander Ludwig-Paola Nuñez-Eric Dane-Ioan Gruffudd-Jacob Scipio-Melanie Liburd-Tasha Smith-Rhea Seehorn-Tiffany Haddish-Joe Pantoliano-DJ Khaled-John Salley-Bianca Bethune-Dennis McDonald-Quinn Hemphill-Michael Bay-Derek Russo-Karter Reese Newsome-Levy Tran-Jay DeVon Johnson-Jeff J.J. Authors-Nicholas Verdi-Steven Sean Garland-Jerri Tubbs-Jewelianna Ramos-Ortiz-Enoch King-James Lee Thomas-Jay Shetty-Jason Davis-Ahmed Lucan-Bria Brimmer-Alex Pires-Nathan Hesse-Jesse Malinowski-Blanca Goodfriend-Jasmin Lawrence-Adriana Sheri-Joyner Lucas-Marybel Rodriguez-Austin Carter-Dwight Turner-Jenna Kanell-Rob Mars-Bobby Hernandez-Khaby Lame-Adil El Arbi-Bilall Fallah,miami florida-sequel-on the run-police detective-buddy cop-buddy comedy
933131,Badland Hunters,Action-Science Fiction-Drama,ko,After a deadly earthquake turns Seoul into a lawless badland a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.,1704.65,Climax Studios-Nova Film-Big Punch Pictures-Lotte Entertainment,2024-01-26,0.0,0.0,109.0,Released,One last hunt to save us all.,6.953,160.0,Ma Dong-seok-Lee Hee-jun-Lee Jun-young-Roh Jeong-eui-Ahn Ji-hye-Park Ji-hoon-Jang Young-nam-Park Hyo-joon-Seong Byeong-suk-Jung Young-ju-Lee Han-joo-Kim Young-sun,post-apocalyptic future-earthquake-badlands-based on webcomic or webtoon-seoul south korea
